,school name,zipcode,student size,pell grant rate,average faculty salary,fulltime faculty rate,admission test requirements,completion rate in 4 years (hawaiian or pacific islander),completion rate in 4 years (american indian),completion rate in 4 years (asian),completion rate in 4 years (hispanic),completion rate in 4 years (black),completion rate in 4 years (white),total student demographic (white),total student demographic (hispanic),total student demographic (black),total student demographic (american indian),total student demographic (female),total student demographic (male),median debt for income 30001_75000,median debt for income 0-30000,median debt for income greater than 75000,median debt for noncompleters,median debt for completers,median debt for male students,median debt for independent students,median debt for female students,median debt for dependent students,faculty demographic (white),faculty demographic (2 or more race or ethnicity),faculty demographic (unknown race or ethnicity),faculty demographic (hawaiian or pacific islander),faculty demographic (hispanic),faculty demographic (black),faculty demographic (asian),faculty demographic (american indian),latest.student.share_25_older
440,Sierra College of Beauty,95340,122.0,0.7778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1803,0.7049,0.0246,0.0,0.9098,0.0902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333,0.1667,0.0,0.0,0.5738
441,Trinity Law School,92705,0.0,0.0,6482.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19343.0,19554.0,19375.0,12070.0,26082.0,15085.0,28734.0,21440.0,15000.0,0.6667,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0
442,Simpson University,96003-8606,805.0,0.4468,6659.0,1.0,3.0,0.0,0.0,0.6667,0.5,0.0,0.5526,0.4261,0.2,0.0373,0.0137,0.5727,0.4273,14000.0,12500.0,13988.0,9500.0,18750.0,12500.0,14365.0,14136.0,12899.0,0.6857,0.0286,0.1143,0.0,0.0857,0.0,0.0571,0.0286,0.1067
443,College of the Siskiyous,96094-2899,1049.0,0.3346,8703.0,0.3168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5643,0.1907,0.04,0.0315,0.4814,0.5186,8875.0,8378.0,5500.0,7240.0,10750.0,7000.0,9500.0,9500.0,5500.0,0.875,0.0,0.0,0.0,0.0625,0.0313,0.0313,0.0,0.4236
444,Charles A Jones Career and Education Center,95824-1529,163.0,0.4032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2515,0.2147,0.0736,0.0368,0.6933,0.3067,0.0,5077.0,0.0,3217.0,5512.0,2678.0,5745.0,5497.0,4097.0,0.6364,0.0,0.0,0.0,0.0,0.0909,0.2727,0.0,0.6135
445,Skyline College,94066-1698,5664.0,0.1029,11760.0,0.4364,0.0,0.0,0.0,0.4211,0.3881,0.1,0.5645,0.1882,0.319,0.0258,0.0004,0.5478,0.4522,0.0,8358.0,0.0,6939.0,0.0,9000.0,8500.0,5500.0,5500.0,0.4375,0.0,0.0486,0.0,0.1806,0.1111,0.2083,0.0069,0.2762
446,San Bernardino Valley College,92410-2798,8578.0,0.2497,9946.0,0.1874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1092,0.676,0.1066,0.0019,0.618,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4034,0.0,0.017,0.0,0.2557,0.2216,0.0966,0.0057,0.4565
447,Saint Mary's College of California,94575,2190.0,0.2354,10671.0,0.2231,3.0,0.5714,0.6667,0.7368,0.7515,0.6207,0.7443,0.3922,0.2941,0.0457,0.0037,0.5808,0.4192,20500.0,23000.0,19500.0,12500.0,23691.0,19250.0,25000.0,20500.0,19500.0,0.4626,0.0,0.1963,0.0,0.0981,0.0561,0.1355,0.0047,0.0609
448,Solano Community College,94534-3197,6942.0,0.1687,9616.0,0.3994,0.0,0.0,0.0,0.4167,0.306,0.1096,0.3168,0.2446,0.344,0.1224,0.0035,0.5811,0.4189,10500.0,9500.0,5375.0,9500.0,12000.0,9303.0,10500.0,9500.0,5500.0,0.7165,0.0,0.0,0.0,0.1102,0.1102,0.063,0.0,0.3659
449,Sonoma State University,94928-3609,6560.0,0.3366,10494.0,0.4794,3.0,0.0,0.5,0.5051,0.6059,0.4043,0.6264,0.4165,0.3791,0.0262,0.0043,0.6212,0.3788,13000.0,12000.0,14000.0,9000.0,16705.0,13750.0,13725.0,12511.0,12875.0,0.6311,0.0246,0.082,0.0,0.0943,0.0082,0.1148,0.0041,0.1501
450,South Baylo University,92801-1701,0.0,0.0,4094.0,0.2444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636,0.0,0.0,0.0,0.0,0.0,0.6364,0.0,0.0
451,South Coast College,92868-2609,272.0,0.5118,4941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2868,0.4338,0.0441,0.0147,0.9301,0.0699,0.0,16703.0,0.0,16401.0,20938.0,0.0,17062.0,0.0,17704.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.7904
452,Vanguard University of Southern California,92626,1972.0,0.4568,8658.0,0.9651,5.0,0.5,0.0,0.9,0.5775,0.4643,0.677,0.3311,0.465,0.0431,0.0035,0.6846,0.3154,15145.0,14500.0,15460.0,12000.0,22000.0,15250.0,18930.0,15000.0,14000.0,0.6265,0.1205,0.0,0.012,0.0723,0.0361,0.1325,0.0,0.1053
453,Concorde Career College-Garden Grove,92840-9201,734.0,0.534,6817.0,0.631,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0.4223,0.0545,0.0014,0.7139,0.2861,10254.0,9500.0,11127.0,4995.0,13000.0,17179.0,17179.0,9500.0,9500.0,0.3548,0.0645,0.0323,0.0323,0.3548,0.0,0.129,0.0323,0.5436
454,Southwestern College,91910-7299,14285.0,0.3155,10162.0,0.2587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.697,0.0454,0.0023,0.5582,0.4418,3500.0,4500.0,3500.0,3865.0,4500.0,3500.0,4500.0,4500.0,3500.0,0.5354,0.0,0.0606,0.0354,0.2323,0.0556,0.0707,0.0051,0.3232
455,Starr King School for the Ministry,94612,0.0,0.0,5199.0,0.6452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7647,0.0588,0.0,0.0,0.0588,0.1176,0.0,0.0,0.0
456,Marshall B Ketchum University,92831-1699,0.0,0.0,10962.0,0.7383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3165,0.038,0.1013,0.0253,0.0633,0.0,0.4557,0.0,0.0
457,Southern California Institute of Architecture,90013-1822,252.0,0.2249,12303.0,0.6133,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1468,0.127,0.0159,0.0,0.3968,0.6032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5957,0.0213,0.0,0.0,0.0638,0.0426,0.1064,0.0,0.1953
458,University of Southern California,90089,20619.0,0.2112,15683.0,0.5866,5.0,0.6667,1.0,0.9411,0.9406,0.8403,0.9204,0.3229,0.1734,0.0593,0.0014,0.5163,0.4837,17000.0,16938.0,15000.0,9927.0,18000.0,15750.0,23000.0,16500.0,15500.0,0.5619,0.0355,0.0494,0.0002,0.0644,0.0408,0.2181,0.0029,0.0233
459,Southwestern Law School,90010-1106,0.0,0.0,14963.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7049,0.0,0.0,0.0,0.1148,0.082,0.082,0.0164,0.0
460,Taft College,93268,3208.0,0.2905,11066.0,0.4427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2637,0.6278,0.0405,0.005,0.4685,0.5315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1111,0.0444,0.0222,0.0222,0.4844
461,Claremont School of Theology,91711-3199,0.0,0.0,5388.0,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.0,0.05,0.0,0.25,0.0,0.0
462,Thomas Aquinas College,93060,497.0,0.2229,5863.0,0.9872,1.0,0.0,1.0,1.0,0.7778,1.0,0.8475,0.67,0.167,0.0,0.0,0.503,0.497,0.0,0.0,18000.0,5375.0,18000.0,18000.0,0.0,18000.0,0.0,0.8868,0.0,0.0,0.0,0.0755,0.0,0.0377,0.0,0.0161
463,Epic Bible College & Graduate School,95841,88.0,0.6723,2139.0,0.5357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3409,0.1818,0.1932,0.0,0.4773,0.5227,0.0,15625.0,0.0,0.0,0.0,14251.0,0.0,23749.0,0.0,0.8182,0.0,0.0,0.0,0.0,0.0909,0.0909,0.0,0.9022
464,UEI College-Huntington Park,90255-2933,1108.0,0.7323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.231,0.0424,0.0045,0.6173,0.3827,8757.0,9500.0,5500.0,4360.0,9500.0,9445.0,9500.0,9500.0,5500.0,0.1818,0.0,0.0,0.0,0.7273,0.0909,0.0,0.0,0.324
465,Concorde Career College-San Bernardino,92408-3403,744.0,0.6765,6783.0,0.6849,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.4651,0.0927,0.0067,0.7836,0.2164,9500.0,9500.0,10253.0,4750.0,9500.0,9500.0,9500.0,9500.0,6334.0,0.3462,0.1154,0.0385,0.0,0.2692,0.1154,0.1154,0.0,0.5081
466,Concorde Career College-North Hollywood,91606-3134,714.0,0.67,7427.0,0.6349,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,0.4762,0.035,0.0014,0.6919,0.3081,9500.0,9500.0,10088.0,4750.0,9500.0,13000.0,12999.0,9500.0,9500.0,0.45,0.05,0.0,0.0,0.15,0.05,0.3,0.0,0.5784
467,Ventura College,93003-3872,9808.0,0.2201,9492.0,0.3528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2245,0.6377,0.0214,0.0021,0.5857,0.4143,5500.0,7000.0,5500.0,6125.0,13876.0,5500.0,9399.0,8000.0,5075.0,0.6012,0.0184,0.0613,0.0,0.2209,0.0123,0.0798,0.0061,0.3001
468,The Santa Barbara and Ventura Colleges of Law at Ventura,93003,0.0,0.0,7083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
469,Bridges Beauty College,92395-3821,94.0,0.3804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2021,0.5745,0.0957,0.0106,0.8511,0.1489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.6667,0.0,0.0,0.1667,0.4681
470,Victor Valley College,92395-5850,9814.0,0.3932,9871.0,0.1736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1896,0.6276,0.0928,0.0022,0.6454,0.3546,0.0,8000.0,0.0,6625.0,0.0,4900.0,9500.0,9300.0,3500.0,0.701,0.0,0.0,0.0103,0.1443,0.0515,0.0619,0.0309,0.2756
471,Berkeley City College,94704,4067.0,0.1254,9819.0,0.3033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2304,0.2783,0.1613,0.0012,0.5832,0.4168,0.0,9500.0,0.0,0.0,0.0,9500.0,10500.0,9000.0,6625.0,0.5,0.0156,0.0625,0.0,0.1875,0.0781,0.1563,0.0,0.3634
472,Walden University,55401,7086.0,0.4484,7197.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4279,0.0883,0.3371,0.001,0.8404,0.1596,12500.0,10500.0,12500.0,8200.0,20834.0,11975.0,12000.0,11366.0,7167.0,0.6494,0.0279,0.0359,0.0,0.0279,0.2191,0.0398,0.0,0.8851
473,Waynes College of Beauty,93906-2830,55.0,0.6613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182,0.9273,0.0,0.0182,0.7818,0.2182,0.0,0.0,0.0,0.0,6333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4364
474,West Hills College-Coalinga,93210,1999.0,0.1427,9745.0,0.3084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1586,0.6953,0.056,0.0115,0.5063,0.4937,0.0,6625.0,0.0,5500.0,6750.0,4980.0,8000.0,7000.0,4500.0,0.7813,0.0313,0.0,0.0,0.0938,0.0625,0.0313,0.0,0.2526
475,West Los Angeles College,90230-3519,7921.0,0.1666,10717.0,0.2569,0.0,0.0,0.0,0.3571,0.314,0.1552,0.4333,0.1606,0.4787,0.1916,0.0018,0.609,0.391,0.0,9500.0,0.0,9500.0,13500.0,9500.0,10500.0,10250.0,5500.0,0.3922,0.0,0.1569,0.0098,0.1667,0.1373,0.1275,0.0,0.4774
476,West Valley College,95070-5698,5779.0,0.0957,12441.0,0.4224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3442,0.3284,0.026,0.0017,0.5582,0.4418,0.0,7000.0,0.0,7500.0,0.0,7500.0,9500.0,7000.0,4500.0,0.5843,0.0181,0.0301,0.0,0.1928,0.0301,0.1265,0.0,0.3034
477,Carrington College-Sacramento,95826,1606.0,0.5093,6478.0,0.1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2466,0.3973,0.1127,0.0237,0.9085,0.0915,10500.0,10375.0,10813.0,5825.0,11537.0,10813.0,10813.0,10375.0,9500.0,0.4643,0.0,0.1429,0.0714,0.0714,0.0714,0.1429,0.0357,0.6715
478,Westminster Theological Seminary in California,92027,0.0,0.0,7601.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9091,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0
479,Westmont College,93108-1089,1238.0,0.1729,9633.0,0.5893,5.0,1.0,0.5,0.7037,0.7091,0.4,0.7653,0.5363,0.2027,0.017,0.0024,0.605,0.395,21249.0,12907.0,19000.0,5500.0,23250.0,19250.0,0.0,19259.0,0.0,0.7677,0.0,0.0606,0.0,0.0303,0.0303,0.101,0.0101,0.0129
480,Whittier College,90601,1321.0,0.3557,8653.0,0.7248,5.0,0.0,1.0,0.6364,0.7033,0.375,0.6395,0.2044,0.4186,0.0416,0.0023,0.5625,0.4375,18767.0,18000.0,17750.0,6500.0,24937.0,15750.0,20000.0,19000.0,17998.0,0.6019,0.0185,0.0093,0.0,0.1852,0.0278,0.0833,0.0093,0.0392
481,Woodbury University,91504-1052,937.0,0.498,7699.0,0.3,5.0,0.0,0.0,0.6429,0.5526,0.5,0.6,0.3447,0.4023,0.0534,0.0053,0.5219,0.4781,21500.0,24199.0,18250.0,12000.0,26960.0,25000.0,30250.0,20500.0,20500.0,0.6769,0.0308,0.0615,0.0,0.0615,0.0154,0.1385,0.0154,0.191
482,The Wright Institute,94704-1796,0.0,0.0,9674.0,0.3038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4348,0.087,0.0,0.0,0.0,0.2174,0.2609,0.0,0.0
483,Thomas Jefferson School of Law,92101,0.0,0.0,13319.0,0.1714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,90046-7660,142.0,0.6815,5696.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2632,0.9789,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,Yuba College,95901,4153.0,0.2935,7908.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2957,0.4077,0.0323,0.006,0.6364,0.3636,0.0,6000.0,0.0,6000.0,0.0,7500.0,7137.0,5500.0,4500.0,0.7391,0.0217,0.0435,0.0,0.0652,0.0109,0.0978,0.0109,0.2991
486,The Salon Professional Academy-Grand Junction,81501,53.0,0.5333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6792,0.1321,0.0,0.0189,0.9811,0.0189,0.0,7695.0,0.0,3800.0,11900.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1698
487,Adams State University,81101,1484.0,0.3717,6465.0,0.4131,5.0,0.0,0.3333,0.4286,0.1976,0.1481,0.372,0.3915,0.3666,0.0943,0.0148,0.436,0.564,11701.0,12500.0,10884.0,7500.0,19500.0,11746.0,14181.0,12000.0,11000.0,0.7524,0.0,0.0,0.019,0.1524,0.0095,0.0095,0.019,0.2087
488,Aims Community College,80634,3392.0,0.1943,7057.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4982,0.4021,0.0262,0.0044,0.5811,0.4189,4750.0,6954.0,3500.0,4502.0,6844.0,5017.0,6895.0,5250.0,3500.0,0.784,0.0,0.144,0.0,0.024,0.016,0.024,0.008,0.2094
489,Arapahoe Community College,80160-9002,5274.0,0.1022,7861.0,0.2203,0.0,0.0,0.0,0.25,0.2581,0.3333,0.2977,0.6505,0.1803,0.0404,0.0046,0.606,0.394,7500.0,7423.0,5500.0,5500.0,11884.0,5500.0,9363.0,7000.0,5500.0,0.8319,0.0,0.0796,0.0,0.0619,0.0,0.0265,0.0,0.2171
490,Bel-Rea Institute of Animal Technology,80247,217.0,0.4207,5489.0,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5945,0.2581,0.0415,0.0092,0.8525,0.1475,11903.0,9500.0,12288.0,6449.0,20372.0,9734.0,13842.0,11668.0,9168.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.318
491,University of Colorado Denver/Anschutz Medical Campus,80217-3364,11042.0,0.2564,10909.0,0.6535,5.0,0.0,0.0,0.608,0.4474,0.5469,0.4611,0.4221,0.2535,0.059,0.0034,0.5652,0.4348,14000.0,15916.0,13971.0,8667.0,20500.0,15000.0,18750.0,14000.0,12500.0,0.6513,0.0093,0.1555,0.0009,0.0525,0.0119,0.0883,0.0021,0.2009
492,University of Colorado Colorado Springs,80918,9634.0,0.2781,8428.0,0.5998,2.0,0.6667,0.0,0.4444,0.3829,0.45,0.4536,0.6051,0.2068,0.0455,0.0033,0.5431,0.4569,12553.0,13466.0,12522.0,8597.0,20000.0,12500.0,16575.0,13192.0,12000.0,0.7171,0.0136,0.0698,0.0019,0.0678,0.0194,0.0853,0.0058,0.2298
493,Spartan College of Aeronautics and Technology,80021-3465,316.0,0.137,4363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4652,0.1804,0.0506,0.0063,0.1203,0.8797,15000.0,16580.0,13168.0,6334.0,19188.0,15000.0,18351.0,9500.0,13957.0,0.8,0.0,0.04,0.0,0.12,0.0,0.0,0.04,0.6551
494,University of Colorado Boulder,80309-0017,30414.0,0.153,12044.0,0.747,5.0,0.4,0.3125,0.787,0.6842,0.6796,0.7555,0.6797,0.1329,0.0163,0.0011,0.4516,0.5484,13000.0,13000.0,13000.0,9500.0,19500.0,13000.0,16837.0,13000.0,12801.0,0.6118,0.0076,0.0945,0.0015,0.0514,0.0171,0.0914,0.003,0.0619
495,Colorado Christian University,80226,4995.0,0.3222,6612.0,0.1849,0.0,0.0,0.0,0.5,0.4419,0.3333,0.6194,0.6096,0.1694,0.1371,0.0078,0.7095,0.2905,16850.0,9977.0,16750.0,9500.0,28312.0,13000.0,13701.0,14067.0,14452.0,0.8957,0.0087,0.0,0.0,0.0348,0.0087,0.0522,0.0,0.4314
496,Colorado College,80903,2235.0,0.1378,11189.0,0.8529,3.0,0.0,1.0,0.8966,0.8036,0.7368,0.8743,0.6595,0.1083,0.0318,0.0036,0.5655,0.4345,14026.0,10474.0,15000.0,7045.0,18257.0,12382.0,0.0,14898.0,0.0,0.6327,0.0354,0.031,0.0,0.115,0.0398,0.0885,0.0088,0.0018
497,Concorde Career College-Aurora,80010-4314,781.0,0.5561,4707.0,0.7241,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2676,0.3342,0.137,0.0115,0.8399,0.1601,9500.0,9500.0,9500.0,5500.0,9500.0,9500.0,9500.0,9500.0,5500.0,0.6923,0.0256,0.0,0.0,0.1282,0.0769,0.0513,0.0256,0.5262
498,Colorado Mountain College,81601-0233,2740.0,0.1246,8567.0,0.2578,0.0,0.0,0.3333,0.3333,0.3788,0.0,0.2353,0.6204,0.2996,0.0095,0.0044,0.5945,0.4055,5500.0,5500.0,5500.0,5500.0,9000.0,5500.0,5487.0,5500.0,5500.0,0.8448,0.0086,0.069,0.0,0.0603,0.0,0.0172,0.0,0.3196
499,Colorado Northwestern Community College,81648-3598,562.0,0.2115,5418.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6246,0.2349,0.0302,0.0196,0.6459,0.3541,8500.0,9414.0,5500.0,5500.0,12000.0,5775.0,9500.0,9500.0,5500.0,0.9375,0.0,0.0,0.0,0.0313,0.0313,0.0,0.0,0.233
500,Colorado School of Mines,80401,5440.0,0.1377,12648.0,0.6862,5.0,1.0,1.0,0.9231,0.8026,0.8,0.8322,0.6895,0.1222,0.0103,0.0039,0.3158,0.6842,17500.0,18441.0,17143.0,8750.0,23000.0,17500.0,23011.0,16849.0,16751.0,0.6638,0.0065,0.0345,0.0022,0.0431,0.0086,0.1099,0.0022,0.0508
501,Colorado School of Trades,80215-2996,149.0,0.2513,4203.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7181,0.0067,0.0134,0.0201,0.0134,0.9866,0.0,20000.0,0.0,0.0,20000.0,0.0,20000.0,0.0,12000.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8255
502,Colorado State University-Fort Collins,80523-0100,24344.0,0.2128,10534.0,0.7261,5.0,0.6364,0.5556,0.7124,0.5915,0.6286,0.7156,0.7078,0.1531,0.0223,0.0054,0.5418,0.4582,15000.0,14822.0,14513.0,8250.0,20000.0,14474.0,16516.0,14998.0,14250.0,0.7474,0.0184,0.0389,0.002,0.0576,0.0089,0.0599,0.004,0.1042
503,Colorado Technical University-Colorado Springs,80907-3812,21009.0,0.6699,7323.0,0.0,0.0,0.0,0.0625,0.25,0.2167,0.1435,0.2601,0.2838,0.0036,0.1969,0.0102,0.6639,0.3361,17188.0,10500.0,17000.0,9500.0,29832.0,9500.0,12667.0,12667.0,6529.0,0.6897,0.0,0.0345,0.0,0.0517,0.1724,0.0345,0.0172,0.8701
504,Community College of Aurora,80011-9036,3613.0,0.1974,7193.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3125,0.2225,0.0042,0.6003,0.3997,6500.0,6871.0,5500.0,5500.0,10500.0,5500.0,8250.0,6991.0,5500.0,0.7895,0.0,0.0,0.0,0.0351,0.0702,0.0702,0.0175,0.2138
505,Technical College of the Rockies,81416,120.0,0.2716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417,0.3,0.0083,0.0417,0.6167,0.3833,4750.0,4750.0,4750.0,0.0,4750.0,4750.0,4750.0,4750.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322
506,Community College of Denver,80204-2026,5050.0,0.3349,6816.0,0.3017,0.0,0.3333,0.0,0.0968,0.1194,0.1091,0.2081,0.3554,0.3485,0.124,0.0077,0.6414,0.3586,5500.0,6243.0,5500.0,5250.0,12495.0,5500.0,7649.0,5975.0,5066.0,0.781,0.019,0.0095,0.0,0.0476,0.0476,0.0952,0.0,0.3249
507,Lincoln College of Technology-Denver,80239,1551.0,0.4774,4573.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4152,0.3623,0.0509,0.0284,0.0845,0.9155,9833.0,9832.0,9192.0,4750.0,11730.0,9589.0,12125.0,9500.0,9500.0,0.8409,0.0,0.0,0.0227,0.0682,0.0455,0.0,0.0227,0.3688
508,Denver Seminary,80120,0.0,0.0,5653.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8214,0.0,0.0,0.0,0.0,0.1429,0.0357,0.0,0.0
509,University of Denver,80208,5771.0,0.1562,11193.0,0.503,5.0,0.5,1.0,0.7656,0.6968,0.6154,0.7664,0.686,0.132,0.025,0.0045,0.5507,0.4493,19500.0,15250.0,18500.0,7835.0,21844.0,16307.0,19055.0,18560.0,18000.0,0.6813,0.0389,0.0652,0.0013,0.0665,0.0376,0.0753,0.0125,0.0598
510,Emily Griffith Technical College,80203,5086.0,0.0835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5515,0.3101,0.046,0.0128,0.1215,0.8785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697,0.0455,0.0,0.0,0.1818,0.0606,0.0152,0.0,0.7281
511,Fort Lewis College,81301-3999,3260.0,0.3625,7218.0,0.7481,5.0,0.0,0.2793,0.6,0.4231,0.5,0.5112,0.3819,0.1328,0.0092,0.3429,0.539,0.461,8250.0,9818.0,8750.0,5905.0,18389.0,8250.0,11000.0,9500.0,8250.0,0.805,0.01,0.03,0.0,0.06,0.005,0.025,0.04,0.145
512,Front Range Community College,80031,11436.0,0.1933,7128.0,1.0,0.0,1.0,0.3333,0.2778,0.185,0.1333,0.2788,0.6146,0.2444,0.0208,0.0078,0.5865,0.4135,7233.0,8344.0,5500.0,5500.0,12251.0,5812.0,9500.0,7750.0,5500.0,0.8566,0.0,0.0082,0.0,0.0738,0.0164,0.0451,0.0,0.2654
513,Iliff School of Theology,80210-4798,0.0,0.0,7380.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5294,0.0,0.0,0.0,0.1765,0.1176,0.1765,0.0,0.0
514,International Salon and Spa Academy,80918-3684,228.0,0.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3377,0.2632,0.193,0.0351,0.8026,0.1974,6333.0,4750.0,3899.0,3366.0,6333.0,7493.0,6106.0,4750.0,3936.0,0.625,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.4649
515,Lamar Community College,81052-3999,408.0,0.2849,4463.0,0.5556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5196,0.3088,0.0735,0.0221,0.6029,0.3971,5500.0,6750.0,5500.0,5500.0,8750.0,5500.0,8750.0,6375.0,5500.0,0.76,0.04,0.04,0.0,0.04,0.0,0.04,0.0,0.0891
